date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,tournament_tier,result,sample_weight
2003-09-06,Bosnia-Herzegovina,Norway,1.0,0.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,2,2,0.9759753187958865
2003-09-06,Bulgaria,Estonia,2.0,0.0,UEFA Euro qualification,Sofia,Bulgaria,False,2,2,0.9759753187958865
2003-09-06,Ecuador,Venezuela,2.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,2,2,0.9759753187958865
2003-09-06,France,Cyprus,5.0,0.0,UEFA Euro qualification,Saint-Denis,France,False,2,2,0.9759753187958865
2003-09-06,Georgia,Albania,3.0,0.0,UEFA Euro qualification,Tbilisi,Georgia,False,2,2,0.9759753187958865
2003-09-06,Iceland,Germany,0.0,0.0,UEFA Euro qualification,Reykjavík,Iceland,False,2,1,0.9759753187958865
2003-09-06,Ireland,Russia,1.0,1.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,2,1,0.9759753187958865
2003-09-06,Italy,Wales,4.0,0.0,UEFA Euro qualification,Milan,Italy,False,2,2,0.9759753187958865
2003-09-06,Latvia,Poland,0.0,2.0,UEFA Euro qualification,Riga,Latvia,False,2,0,0.9759753187958865
2003-09-06,Liechtenstein,Turkey,0.0,3.0,UEFA Euro qualification,Vaduz,Liechtenstein,False,2,0,0.9759753187958865
2003-09-06,North Macedonia,England,1.0,2.0,UEFA Euro qualification,Skopje,North Macedonia,False,2,0,0.9759753187958865
2003-09-06,Netherlands,Austria,3.0,1.0,UEFA Euro qualification,Rotterdam,Netherlands,False,2,2,0.9759753187958865
2003-09-06,Peru,Paraguay,4.0,1.0,FIFA World Cup qualification,Lima,Peru,False,2,2,0.9759753187958865
2003-09-06,Romania,Luxembourg,4.0,0.0,UEFA Euro qualification,Ploiești,Romania,False,2,2,0.9759753187958865
2003-09-06,Scotland,Faroe Islands,3.0,1.0,UEFA Euro qualification,Glasgow,Scotland,False,2,2,0.9759753187958865
2003-09-06,Slovenia,Israel,3.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,False,2,2,0.9759753187958865
2003-09-06,Sweden,San Marino,5.0,0.0,UEFA Euro qualification,Gothenburg,Sweden,False,2,2,0.9759753187958865
2003-09-06,Ukraine,Northern Ireland,0.0,0.0,UEFA Euro qualification,Donetsk,Ukraine,False,2,1,0.9759753187958865
2003-09-07,Colombia,Brazil,1.0,2.0,FIFA World Cup qualification,Barranquilla,Colombia,False,2,0,0.9759820838323878
2003-09-07,Uruguay,Bolivia,5.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,2,2,0.9759820838323878
2003-09-09,Chile,Peru,2.0,1.0,FIFA World Cup qualification,Santiago,Chile,False,2,2,0.9759956140460677
2003-09-09,Venezuela,Argentina,0.0,3.0,FIFA World Cup qualification,Caracas,Venezuela,False,2,0,0.9759956140460677
2003-09-10,Albania,Georgia,3.0,1.0,UEFA Euro qualification,Tirana,Albania,False,2,2,0.9760023792232468
2003-09-10,Andorra,Bulgaria,0.0,3.0,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,2,0,0.9760023792232468
2003-09-10,Belgium,Croatia,2.0,1.0,UEFA Euro qualification,Brussels,Belgium,False,2,2,0.9760023792232468
2003-09-10,Bolivia,Colombia,4.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,False,2,2,0.9760023792232468
2003-09-10,Brazil,Ecuador,1.0,0.0,FIFA World Cup qualification,Manaus,Brazil,False,2,2,0.9760023792232468
2003-09-10,Czechia,Netherlands,3.0,1.0,UEFA Euro qualification,Prague,Czech Republic,False,2,2,0.9760023792232468
2003-09-10,Denmark,Romania,2.0,2.0,UEFA Euro qualification,Copenhagen,Denmark,False,2,1,0.9760023792232468
2003-09-10,England,Liechtenstein,2.0,0.0,UEFA Euro qualification,Manchester,England,False,2,2,0.9760023792232468
2003-09-10,Faroe Islands,Lithuania,1.0,3.0,UEFA Euro qualification,Toftir,Faroe Islands,False,2,0,0.9760023792232468
2003-09-10,Germany,Scotland,2.0,1.0,UEFA Euro qualification,Dortmund,Germany,False,2,2,0.9760023792232468
2003-09-10,Israel,Malta,2.0,2.0,UEFA Euro qualification,Antalya,Turkey,True,2,1,0.9760023792232468
2003-09-10,Latvia,Hungary,3.0,1.0,UEFA Euro qualification,Riga,Latvia,False,2,2,0.9760023792232468
2003-09-10,Luxembourg,Bosnia-Herzegovina,0.0,1.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,2,0,0.9760023792232468
2003-09-10,Moldova,Belarus,2.0,1.0,UEFA Euro qualification,Tiraspol,Moldova,False,2,2,0.9760023792232468
2003-09-10,Northern Ireland,Armenia,0.0,1.0,UEFA Euro qualification,Belfast,Northern Ireland,False,2,0,0.9760023792232468
2003-09-10,Paraguay,Uruguay,4.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False,2,2,0.9760023792232468
2003-09-10,Poland,Sweden,0.0,2.0,UEFA Euro qualification,Chorzów,Poland,False,2,0,0.9760023792232468
2003-09-10,Russia,Switzerland,4.0,1.0,UEFA Euro qualification,Moscow,Russia,False,2,2,0.9760023792232468
2003-09-10,Serbia,Italy,1.0,1.0,UEFA Euro qualification,Belgrade,Serbia and Montenegro,False,2,1,0.9760023792232468
2003-09-10,Slovakia,North Macedonia,1.0,1.0,UEFA Euro qualification,Žilina,Slovakia,False,2,1,0.9760023792232468
2003-09-10,Slovenia,France,0.0,2.0,UEFA Euro qualification,Ljubljana,Slovenia,False,2,0,0.9760023792232468
2003-09-10,Spain,Ukraine,2.0,1.0,UEFA Euro qualification,Elche,Spain,False,2,2,0.9760023792232468
2003-09-10,Wales,Finland,1.0,1.0,UEFA Euro qualification,Cardiff,Wales,False,2,1,0.9760023792232468
2003-09-14,Kuwait,Qatar,2.0,1.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False,2,2,0.9760294404008998
2003-09-20,Qatar,Kuwait,2.0,2.0,AFC Asian Cup qualification,Doha,Qatar,False,2,1,0.9760700335742223
2003-09-24,Qatar,Palestine,1.0,1.0,AFC Asian Cup qualification,Doha,Qatar,False,2,1,0.9760970966276967
2003-09-25,Korea Republic,Vietnam,5.0,0.0,AFC Asian Cup qualification,Incheon,South Korea,False,2,2,0.9761038625083092
2003-09-25,Nepal,Oman,0.0,7.0,AFC Asian Cup qualification,Incheon,South Korea,True,2,0,0.9761038625083092
2003-09-26,Jordan,Iran,3.0,2.0,AFC Asian Cup qualification,Amman,Jordan,False,2,2,0.9761106284358195
2003-09-27,Korea Republic,Oman,1.0,0.0,AFC Asian Cup qualification,Incheon,South Korea,False,2,2,0.9761173944102285
2003-09-27,Kuwait,Singapore,4.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False,2,2,0.9761173944102285
2003-09-27,Qatar,Palestine,2.0,1.0,AFC Asian Cup qualification,Doha,Qatar,False,2,2,0.9761173944102285
2003-09-27,Vietnam,Nepal,5.0,0.0,AFC Asian Cup qualification,Incheon,South Korea,True,2,2,0.9761173944102285
2003-09-29,Korea Republic,Nepal,16.0,0.0,AFC Asian Cup qualification,Incheon,South Korea,False,2,2,0.9761309264997431
2003-09-29,Vietnam,Oman,0.0,6.0,AFC Asian Cup qualification,Incheon,South Korea,True,2,0,0.9761309264997431
2003-10-05,Kuwait,Palestine,2.0,1.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False,2,2,0.9761715238938838
2003-10-06,Indonesia,Bhutan,2.0,0.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,True,2,2,0.9761782902903937
2003-10-06,Saudi Arabia,Yemen,7.0,0.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,False,2,2,0.9761782902903937
2003-10-08,Iraq,Bahrain,5.0,1.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True,2,2,0.9761918232241188
2003-10-08,Kuwait,Palestine,4.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False,2,2,0.9761918232241188
2003-10-08,Malaysia,Myanmar,4.0,0.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False,2,2,0.9761918232241188
2003-10-08,Saudi Arabia,Bhutan,6.0,0.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,False,2,2,0.9761918232241188
2003-10-08,Yemen,Indonesia,0.0,3.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,True,2,0,0.9761918232241188
2003-10-10,Bhutan,Yemen,0.0,8.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,True,2,0,0.9762053563454532
2003-10-10,Myanmar,Bahrain,1.0,3.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True,2,0,0.9762053563454532
2003-10-10,Guinea-Bissau,Mali,1.0,2.0,FIFA World Cup qualification,Bissau,Guinea-Bissau,False,2,0,0.9762053563454532
2003-10-10,Malaysia,Iraq,0.0,0.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False,2,1,0.9762053563454532
2003-10-10,Saudi Arabia,Indonesia,5.0,0.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,False,2,2,0.9762053563454532
2003-10-11,Armenia,Spain,0.0,4.0,UEFA Euro qualification,Yerevan,Armenia,False,2,0,0.9762121229764749
2003-10-11,Austria,Czechia,2.0,3.0,UEFA Euro qualification,Vienna,Austria,False,2,0,0.9762121229764749
2003-10-11,Belgium,Estonia,2.0,0.0,UEFA Euro qualification,Liège,Belgium,False,2,2,0.9762121229764749
2003-10-11,Bosnia-Herzegovina,Denmark,1.0,1.0,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False,2,1,0.9762121229764749
2003-10-11,Botswana,Lesotho,4.0,1.0,FIFA World Cup qualification,Gaborone,Botswana,False,2,2,0.9762121229764749
2003-10-11,Croatia,Bulgaria,1.0,0.0,UEFA Euro qualification,Zagreb,Croatia,False,2,2,0.9762121229764749
2003-10-11,Cyprus,Slovenia,2.0,2.0,UEFA Euro qualification,Limassol,Cyprus,False,2,1,0.9762121229764749
2003-10-11,Equatorial Guinea,Togo,1.0,0.0,FIFA World Cup qualification,Bata,Equatorial Guinea,False,2,2,0.9762121229764749
2003-10-11,France,Israel,3.0,0.0,UEFA Euro qualification,Saint-Denis,France,False,2,2,0.9762121229764749
2003-10-11,Germany,Iceland,3.0,0.0,UEFA Euro qualification,Hamburg,Germany,False,2,2,0.9762121229764749
2003-10-11,Greece,Northern Ireland,1.0,0.0,UEFA Euro qualification,Athens,Greece,False,2,2,0.9762121229764749
2003-10-11,Hungary,Poland,1.0,2.0,UEFA Euro qualification,Budapest,Hungary,False,2,0,0.9762121229764749
2003-10-11,Italy,Azerbaijan,4.0,0.0,UEFA Euro qualification,Reggio di Calabria,Italy,False,2,2,0.9762121229764749
2003-10-11,Liechtenstein,Slovakia,0.0,2.0,UEFA Euro qualification,Vaduz,Liechtenstein,False,2,0,0.9762121229764749
2003-10-11,Madagascar,Benin,1.0,1.0,FIFA World Cup qualification,Antananarivo,Madagascar,False,2,1,0.9762121229764749
2003-10-11,Netherlands,Moldova,5.0,0.0,UEFA Euro qualification,Eindhoven,Netherlands,False,2,2,0.9762121229764749
2003-10-11,Niger,Algeria,0.0,1.0,FIFA World Cup qualification,Niamey,Niger,False,2,0,0.9762121229764749
2003-10-11,Norway,Luxembourg,1.0,0.0,UEFA Euro qualification,Oslo,Norway,False,2,2,0.9762121229764749
2003-10-11,Russia,Georgia,3.0,1.0,UEFA Euro qualification,Moscow,Russia,False,2,2,0.9762121229764749
2003-10-11,São Tomé and Príncipe,Libya,0.0,1.0,FIFA World Cup qualification,São Tomé,São Tomé and Príncipe,False,2,0,0.9762121229764749
2003-10-11,Scotland,Lithuania,1.0,0.0,UEFA Euro qualification,Glasgow,Scotland,False,2,2,0.9762121229764749
2003-10-11,Seychelles,Zambia,0.0,4.0,FIFA World Cup qualification,Victoria,Seychelles,False,2,0,0.9762121229764749
2003-10-11,Sweden,Latvia,0.0,1.0,UEFA Euro qualification,Solna,Sweden,False,2,0,0.9762121229764749
2003-10-11,Switzerland,Ireland,2.0,0.0,UEFA Euro qualification,Basel,Switzerland,False,2,2,0.9762121229764749
2003-10-11,Tanzania,Kenya,0.0,0.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,False,2,1,0.9762121229764749
2003-10-11,Turkey,England,0.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,2,1,0.9762121229764749
2003-10-11,Uganda,Mauritius,3.0,0.0,FIFA World Cup qualification,Kampala,Uganda,False,2,2,0.9762121229764749
2003-10-11,Wales,Serbia,2.0,3.0,UEFA Euro qualification,Cardiff,Wales,False,2,0,0.9762121229764749
2003-10-11,Sudan,Eritrea,3.0,0.0,FIFA World Cup qualification,Khartoum,Sudan,False,2,2,0.9762121229764749
2003-10-12,Burundi,Gabon,0.0,0.0,FIFA World Cup qualification,Bujumbura,Burundi,False,2,1,0.9762188896543998
2003-10-12,Chad,Angola,3.0,1.0,FIFA World Cup qualification,N'Djamena,Chad,False,2,2,0.9762188896543998
2003-10-12,Congo,Sierra Leone,1.0,0.0,FIFA World Cup qualification,Brazzaville,Congo,False,2,2,0.9762188896543998
2003-10-12,Ethiopia,Malawi,1.0,3.0,FIFA World Cup qualification,Addis Ababa,Ethiopia,False,2,0,0.9762188896543998
2003-10-12,Gambia,Liberia,2.0,0.0,FIFA World Cup qualification,Bakau,Gambia,False,2,2,0.9762188896543998
2003-10-12,Guinea,Mozambique,1.0,0.0,FIFA World Cup qualification,Conakry,Guinea,False,2,2,0.9762188896543998
2003-10-12,Iraq,Myanmar,3.0,0.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True,2,2,0.9762188896543998
2003-10-12,Malaysia,Bahrain,2.0,2.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False,2,1,0.9762188896543998
2003-10-12,Rwanda,Namibia,3.0,0.0,FIFA World Cup qualification,Kigali,Rwanda,False,2,2,0.9762188896543998
2003-10-12,Eswatini,Cape Verde Islands,1.0,1.0,FIFA World Cup qualification,Lobamba,Swaziland,False,2,1,0.9762188896543998
2003-10-12,Zimbabwe,Mauritania,3.0,0.0,FIFA World Cup qualification,Harare,Zimbabwe,False,2,2,0.9762188896543998
2003-10-13,Bhutan,Indonesia,0.0,2.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,True,2,0,0.9762256563792284
2003-10-13,Saudi Arabia,Yemen,3.0,1.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,False,2,2,0.9762256563792284
2003-10-15,Indonesia,Yemen,2.0,2.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,True,2,1,0.9762391899695981
2003-10-15,Saudi Arabia,Bhutan,4.0,0.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,False,2,2,0.9762391899695981
2003-10-15,Syria,Sri Lanka,5.0,0.0,AFC Asian Cup qualification,Damascus,Syria,False,2,2,0.9762391899695981
2003-10-17,Jordan,Lebanon,1.0,0.0,AFC Asian Cup qualification,Amman,Jordan,False,2,2,0.9762527237475862
2003-10-17,Saudi Arabia,Indonesia,6.0,0.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,False,2,2,0.9762527237475862
2003-10-17,Yemen,Bhutan,4.0,0.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,True,2,2,0.9762527237475862
2003-10-18,Syria,Sri Lanka,8.0,0.0,AFC Asian Cup qualification,Damascus,Syria,False,2,2,0.9762594907069381
2003-10-19,Oman,Nepal,6.0,0.0,AFC Asian Cup qualification,Muscat,Oman,False,2,2,0.9762662577131955
2003-10-19,Singapore,Palestine,2.0,0.0,AFC Asian Cup qualification,Singapore,Singapore,False,2,2,0.9762662577131955
2003-10-19,Turkmenistan,United Arab Emirates,1.0,0.0,AFC Asian Cup qualification,Ashgabat,Turkmenistan,False,2,2,0.9762662577131955
2003-10-19,Vietnam,Korea Republic,1.0,0.0,AFC Asian Cup qualification,Muscat,Oman,True,2,2,0.9762662577131955
2003-10-20,Bahrain,Myanmar,4.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False,2,2,0.9762730247663589
2003-10-20,Iraq,Malaysia,5.0,1.0,AFC Asian Cup qualification,Riffa,Bahrain,True,2,2,0.9762730247663589
2003-10-21,Nepal,Vietnam,0.0,2.0,AFC Asian Cup qualification,Muscat,Oman,True,2,0,0.9762797918664287
2003-10-21,Oman,Korea Republic,3.0,1.0,AFC Asian Cup qualification,Muscat,Oman,False,2,2,0.9762797918664287
2003-10-22,Bahrain,Malaysia,3.0,1.0,AFC Asian Cup qualification,Riffa,Bahrain,False,2,2,0.9762865590134049
2003-10-22,Myanmar,Iraq,1.0,3.0,AFC Asian Cup qualification,Riffa,Bahrain,True,2,0,0.9762865590134049
2003-10-22,Singapore,Palestine,0.0,0.0,AFC Asian Cup qualification,Singapore,Singapore,False,2,1,0.9762865590134049
2003-10-24,Bahrain,Iraq,1.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False,2,2,0.9763000934480786
2003-10-24,Myanmar,Malaysia,2.0,1.0,AFC Asian Cup qualification,Riffa,Bahrain,True,2,2,0.9763000934480786
2003-10-24,Nepal,Korea Republic,0.0,7.0,AFC Asian Cup qualification,Muscat,Oman,True,2,0,0.9763000934480786
2003-10-24,Oman,Vietnam,2.0,0.0,AFC Asian Cup qualification,Muscat,Oman,False,2,2,0.9763000934480786
2003-10-27,Korea DPR,Iran,1.0,3.0,AFC Asian Cup qualification,Pyongyang,North Korea,False,2,0,0.9763203954518966
2003-10-30,United Arab Emirates,Turkmenistan,1.0,1.0,AFC Asian Cup qualification,Sharjah,United Arab Emirates,False,2,1,0.9763406978778917
2003-11-03,Lebanon,Korea DPR,1.0,1.0,AFC Asian Cup qualification,Beirut,Lebanon,False,2,1,0.9763677684359531
2003-11-06,Thailand,Tajikistan,0.0,1.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,True,2,0,0.9763880718470617
2003-11-06,Uzbekistan,Hong Kong,4.0,1.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,False,2,2,0.9763880718470617
2003-11-07,Syria,United Arab Emirates,1.0,3.0,AFC Asian Cup qualification,Damascus,Syria,False,2,0,0.9763948397445877
2003-11-08,Hong Kong,Tajikistan,0.0,0.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,True,2,1,0.976401607689026
2003-11-08,Uzbekistan,Thailand,3.0,0.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,False,2,2,0.976401607689026
2003-11-09,Turkmenistan,Sri Lanka,1.0,0.0,AFC Asian Cup qualification,Balkanabat,Turkmenistan,False,2,2,0.9764083756803764
2003-11-10,Hong Kong,Thailand,2.0,1.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,True,2,2,0.9764151437186399
2003-11-10,Uzbekistan,Tajikistan,0.0,0.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,False,2,1,0.9764151437186399
2003-11-12,Iran,Korea DPR,3.0,0.0,AFC Asian Cup qualification,Tehran,Iran,False,2,2,0.9764286799359062
2003-11-12,Lebanon,Jordan,0.0,2.0,AFC Asian Cup qualification,Beirut,Lebanon,False,2,0,0.9764286799359062
2003-11-12,Turkmenistan,Sri Lanka,3.0,0.0,AFC Asian Cup qualification,Ashgabat,Turkmenistan,False,2,2,0.9764286799359062
2003-11-14,Algeria,Niger,6.0,0.0,FIFA World Cup qualification,Algiers,Algeria,False,2,2,0.9764422163408275
2003-11-14,Mali,Guinea-Bissau,2.0,0.0,FIFA World Cup qualification,Bamako,Mali,False,2,2,0.9764422163408275
2003-11-14,Mauritania,Zimbabwe,2.0,1.0,FIFA World Cup qualification,Nouakchott,Mauritania,False,2,2,0.9764422163408275
2003-11-14,United Arab Emirates,Syria,3.0,1.0,AFC Asian Cup qualification,Sharjah,United Arab Emirates,False,2,2,0.9764422163408275
2003-11-15,Argentina,Bolivia,3.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2,2,0.9764489846136597
2003-11-15,Colombia,Venezuela,0.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False,2,0,0.9764489846136597
2003-11-15,Croatia,Slovenia,1.0,1.0,UEFA Euro qualification,Zagreb,Croatia,False,2,1,0.9764489846136597
2003-11-15,Gabon,Burundi,4.0,1.0,FIFA World Cup qualification,Libreville,Gabon,False,2,2,0.9764489846136597
2003-11-15,Kenya,Tanzania,3.0,0.0,FIFA World Cup qualification,Nairobi,Kenya,False,2,2,0.9764489846136597
2003-11-15,Latvia,Turkey,1.0,0.0,UEFA Euro qualification,Riga,Latvia,False,2,2,0.9764489846136597
2003-11-15,Malawi,Ethiopia,0.0,0.0,FIFA World Cup qualification,Blantyre,Malawi,False,2,1,0.9764489846136597
2003-11-15,Namibia,Rwanda,1.0,1.0,FIFA World Cup qualification,Windhoek,Namibia,False,2,1,0.9764489846136597
2003-11-15,Paraguay,Ecuador,2.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False,2,2,0.9764489846136597
2003-11-15,Russia,Wales,0.0,0.0,UEFA Euro qualification,Moscow,Russia,False,2,1,0.9764489846136597
2003-11-15,Scotland,Netherlands,1.0,0.0,UEFA Euro qualification,Glasgow,Scotland,False,2,2,0.9764489846136597
2003-11-15,Spain,Norway,2.0,1.0,UEFA Euro qualification,Valencia,Spain,False,2,2,0.9764489846136597
2003-11-15,Uruguay,Chile,2.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,2,2,0.9764489846136597
2003-11-15,Zambia,Seychelles,1.0,1.0,FIFA World Cup qualification,Lusaka,Zambia,False,2,1,0.9764489846136597
2003-11-16,Angola,Chad,2.0,0.0,FIFA World Cup qualification,Luanda,Angola,False,2,2,0.9764557529334065
2003-11-16,Benin,Madagascar,3.0,2.0,FIFA World Cup qualification,Cotonou,Benin,False,2,2,0.9764557529334065
2003-11-16,Cape Verde Islands,Eswatini,3.0,0.0,FIFA World Cup qualification,Praia,Cape Verde,False,2,2,0.9764557529334065
2003-11-16,Eritrea,Sudan,0.0,0.0,FIFA World Cup qualification,Asmara,Eritrea,False,2,1,0.9764557529334065
2003-11-16,Ghana,Somalia,5.0,0.0,FIFA World Cup qualification,Accra,Ghana,False,2,2,0.9764557529334065
2003-11-16,Lesotho,Botswana,0.0,0.0,FIFA World Cup qualification,Maseru,Lesotho,False,2,1,0.9764557529334065
2003-11-16,Liberia,Gambia,3.0,0.0,FIFA World Cup qualification,Monrovia,Liberia,False,2,2,0.9764557529334065
2003-11-16,Libya,São Tomé and Príncipe,8.0,0.0,FIFA World Cup qualification,Benghazi,Libya,False,2,2,0.9764557529334065
2003-11-16,Mauritius,Uganda,3.0,1.0,FIFA World Cup qualification,Curepipe,Mauritius,False,2,2,0.9764557529334065
2003-11-16,Mozambique,Guinea,3.0,4.0,FIFA World Cup qualification,Maputo,Mozambique,False,2,0,0.9764557529334065
2003-11-16,Peru,Brazil,1.0,1.0,FIFA World Cup qualification,Lima,Peru,False,2,1,0.9764557529334065
2003-11-16,Sierra Leone,Congo,1.0,1.0,FIFA World Cup qualification,Freetown,Sierra Leone,False,2,1,0.9764557529334065
2003-11-16,Togo,Equatorial Guinea,2.0,0.0,FIFA World Cup qualification,Lomé,Togo,False,2,2,0.9764557529334065
2003-11-17,Tajikistan,Uzbekistan,1.0,4.0,AFC Asian Cup qualification,Bangkok,Thailand,True,2,0,0.9764625213000684
2003-11-17,Thailand,Hong Kong,4.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,False,2,2,0.9764625213000684
2003-11-18,Chile,Paraguay,0.0,1.0,FIFA World Cup qualification,Santiago,Chile,False,2,0,0.9764692897136457
2003-11-18,Jordan,Korea DPR,3.0,0.0,AFC Asian Cup qualification,Amman,Jordan,False,2,2,0.9764692897136457
2003-11-18,United Arab Emirates,Sri Lanka,3.0,1.0,AFC Asian Cup qualification,Dubai,United Arab Emirates,False,2,2,0.9764692897136457
2003-11-18,Venezuela,Bolivia,2.0,1.0,FIFA World Cup qualification,Maracaibo,Venezuela,False,2,2,0.9764692897136457
2003-11-19,Brazil,Uruguay,3.0,3.0,FIFA World Cup qualification,Curitiba,Brazil,False,2,1,0.9764760581741386
2003-11-19,Colombia,Argentina,1.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False,2,1,0.9764760581741386
2003-11-19,Ecuador,Peru,0.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,2,1,0.9764760581741386
2003-11-19,Ghana,Somalia,2.0,0.0,FIFA World Cup qualification,Kumasi,Ghana,False,2,2,0.9764760581741386
2003-11-19,Hong Kong,Uzbekistan,0.0,1.0,AFC Asian Cup qualification,Bangkok,Thailand,True,2,0,0.9764760581741386
2003-11-19,Lebanon,Iran,0.0,3.0,AFC Asian Cup qualification,Beirut,Lebanon,False,2,0,0.9764760581741386
2003-11-19,Netherlands,Scotland,6.0,0.0,UEFA Euro qualification,Amsterdam,Netherlands,False,2,2,0.9764760581741386
2003-11-19,Norway,Spain,0.0,3.0,UEFA Euro qualification,Oslo,Norway,False,2,0,0.9764760581741386
2003-11-19,Qatar,Singapore,2.0,0.0,AFC Asian Cup qualification,Doha,Qatar,False,2,2,0.9764760581741386
2003-11-19,Slovenia,Croatia,0.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,False,2,0,0.9764760581741386
2003-11-19,Thailand,Tajikistan,1.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,False,2,2,0.9764760581741386
2003-11-19,Turkey,Latvia,2.0,2.0,UEFA Euro qualification,Istanbul,Turkey,False,2,1,0.9764760581741386
2003-11-19,Turkmenistan,Afghanistan,11.0,0.0,FIFA World Cup qualification,Ashgabat,Turkmenistan,False,2,2,0.9764760581741386
2003-11-19,Wales,Russia,0.0,1.0,UEFA Euro qualification,Cardiff,Wales,False,2,0,0.9764760581741386
2003-11-21,Tajikistan,Hong Kong,1.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,True,2,2,0.9764895952358729
2003-11-21,Thailand,Uzbekistan,4.0,1.0,AFC Asian Cup qualification,Bangkok,Thailand,False,2,2,0.9764895952358729
2003-11-22,United Arab Emirates,Sri Lanka,3.0,0.0,AFC Asian Cup qualification,Dubai,United Arab Emirates,False,2,2,0.9764963638371149
2003-11-23,Afghanistan,Turkmenistan,0.0,2.0,FIFA World Cup qualification,Kabul,Afghanistan,False,2,0,0.976503132485274
2003-11-23,Taiwan,Macau,3.0,0.0,FIFA World Cup qualification,Taipei,Taiwan,False,2,2,0.976503132485274
2003-11-26,Bangladesh,Tajikistan,0.0,2.0,FIFA World Cup qualification,Dhaka,Bangladesh,False,2,0,0.9765234387112561
2003-11-28,Iran,Lebanon,1.0,0.0,AFC Asian Cup qualification,Tehran,Iran,False,2,2,0.9765369764298353
2003-11-28,Syria,Turkmenistan,1.0,1.0,AFC Asian Cup qualification,Aleppo,Syria,False,2,1,0.9765369764298353
2003-11-29,Laos,Sri Lanka,0.0,0.0,FIFA World Cup qualification,Vientiane,Laos,False,2,1,0.9765437453595033
2003-11-29,Macau,Taiwan,1.0,3.0,FIFA World Cup qualification,Macau,Macau,False,2,0,0.9765437453595033
2003-11-29,Mongolia,Maldives,0.0,1.0,FIFA World Cup qualification,Ulaanbaatar,Mongolia,False,2,0,0.9765437453595033
2003-11-29,Pakistan,Kyrgyz Republic,0.0,2.0,FIFA World Cup qualification,Karachi,Pakistan,False,2,0,0.9765437453595033
2003-11-30,Tajikistan,Bangladesh,2.0,0.0,FIFA World Cup qualification,Dushanbe,Tajikistan,False,2,2,0.9765505143360903
2003-12-03,Kyrgyz Republic,Pakistan,4.0,0.0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,2,2,0.9765708215473706
2003-12-03,Maldives,Mongolia,12.0,0.0,FIFA World Cup qualification,Malé,Maldives,False,2,2,0.9765708215473706
